"","TOC","BD_fine","depth"
"10934",0.572,1.46,38
"10935",0.393,1.36,70
"10936",2.263,1.17,30
"10937",0.291,1.37,70
"10938",0.442,1.37,50
"10939",0.108,1.75,70
"10940",0.069,1.71,100
"10941",0.184,1.53,100
"10942",3.751,0.86,10
"10943",0.346,1.37,70
"10944",0.457,1.45,100
"10945",1.804,1.31,30
"10946",0.748,1.38,40
"10947",0.382,1.5,50
"10948",0.025,1.36,100
"10949",0.327,1.57,70
"10950",0.053,1.66,70
"10951",1.437,1.31,18
"10952",1.209,1.21,70
"10953",1.674,1.25,22
"10954",0.329,1.43,70
"10955",2.571,1.2,22
"10956",0.314,1.45,50
"10957",1.148,1.01,70
"10958",0.248,1.55,100
"10959",2.386,1.1,22
"10960",0.289,1.19,84
"10961",0.89,1.44,50
"10962",1.283,1.37,30
"10963",1.029,1.39,50
"10964",0.409,1.35,60
"10965",0.372,1.65,70
"10966",2.134,0.84,10
"10967",2.345,1.24,10
"10968",0.064,1.67,70
"10969",1.237,1.29,30
"10970",2.81,0.93,30
"10971",1.966,1.17,20
"10972",0.266,1.55,50
"10973",1.368,1.46,10
"10974",1.197,1.42,30
"10975",0.258,1.69,50
"10976",0.186,1.62,60
"10977",0.123,1.62,100
"10978",0.082,1.82,70
"10979",0.084,1.81,100
"10980",0.136,1.78,50
"10981",0.121,1.8,70
"10982",1.086,1.26,10
"10983",1.218,1.26,30
"10984",0.21,1.73,50
"10985",2.215,1.37,30
"10986",1.941,1.31,30
"10987",1.383,1.17,10
"10988",0.846,1.49,30
"10989",1.178,1.14,30
"10990",0.686,1.15,50
"10991",1.021,1.37,50
"10992",2.34,1.13,10
"10993",1.457,1.53,30
"10994",1.429,1.38,30
"10995",3.058,1.03,10
"10996",0.283,1.71,30
"10997",2.162,1.24,30
"10998",0.715,1.34,50
"10999",0.239,1.45,70
"11000",0.157,1.35,100
"11001",2.335,1.18,23
"11002",1.297,1.51,30
"11003",0.265,1.48,50
"11004",0.208,1.46,70
"11005",0.781,1.54,50
"11006",0.338,1.51,70
"11007",3.434,1.14,10
"11008",2.607,1.24,22
"11009",0.797,1.38,30
"11010",1.422,1.15,10
"11011",1.408,1.36,30
"11012",2.599,1.21,10
"11013",2.418,1.33,20
"11014",4.028,1.12,10
"11015",2.483,1.12,21
"11016",1.214,1.33,50
"11017",0.945,1.2,10
"11018",0.877,1.54,30
"11019",2.301,1.08,10
"11020",1.952,1.26,30
"11021",2.415,1.12,18
"11022",3.474,1.06,10
"11023",2.007,1.18,30
"11024",1.964,1.2,30
"11025",1.277,1.21,40
"11026",0.392,1.11,70
"11027",0.349,1.23,100
"11028",1.265,1.32,30
"11029",0.894,1.34,50
"11030",2.518,1.1,30
"11031",1.505,1.07,50
"11032",1.768,1.14,10
"11033",2.959,0.98,10
"11034",0.378,1.33,50
"11035",1.611,1.17,10
"11036",1.057,1.18,10
"11037",0.333,1.58,100
"11038",1.691,1.1,10
"11039",0.891,1.46,70
"11040",0.21,1.56,50
"11041",0.718,1.51,50
"11042",0.686,1.5,70
"11043",2.969,1.09,10
"11044",1.535,1.29,30
"11045",0.713,1.5,50
"11046",2.7,1.3,30
"11047",0.274,1.1,100
"11048",1.375,1.26,30
"11049",0.319,1.55,100
"11050",1.658,1.27,30
"11051",0.309,2.02,70
"11052",1.685,1.34,30
"11053",1.772,1.04,10
"11054",0.971,1.36,36
"11055",0.63,1.39,70
"11056",0.158,1.5,80
"11057",2.197,1.34,30
"11058",0.211,1.62,100
"11059",0.548,1.43,70
"11060",1.418,1.51,40
"11061",0.733,1.33,70
"11062",1.495,1.32,10
"11063",0.178,1.75,70
"11064",0.279,1.69,70
"11065",0.608,1.34,50
"11066",1.728,1.27,30
"11067",1.117,1.34,50
"11068",2.123,1.23,30
"11069",0.554,1.31,38
"11070",3.388,1.08,10
"11071",0.063,1.5,70
"11072",0.793,1.43,50
"11073",3.078,1,22
"11074",1.295,1.36,30
"11075",0.585,1.31,70
"11076",2.321,1.03,20
"11077",0.163,1.66,100
"11078",1.621,1.16,50
"11079",1.178,1.31,21
"11080",0.191,1.67,70
"11081",0.278,1.8,50
"11082",1.672,1.31,10
"11083",0.816,1.36,30
"11084",0.275,1.51,70
"11085",0.194,1.26,100
"11086",0.137,1.43,50
"11087",0.502,1.42,50
"11088",0.372,1.44,70
"11089",2.897,1.22,10
"11090",1.78,1.16,30
"11091",0.161,1.54,50
"11092",0.281,1.6,50
"11093",0.134,1.61,63
"11094",0.163,1.68,70
"11095",0.227,1.61,50
"11096",0.032,1.8,100
"11097",1.015,1.47,70
"11098",0.732,1.25,30
"11099",1.371,1.3,10
"11100",1.148,1.41,30
"11101",0.539,1.38,50
"11102",0.059,1.57,70
"11103",0.045,1.41,100
"11104",0.069,1.61,100
"11105",0.174,1.62,50
"11106",0.216,1.54,50
"11107",0.086,1.43,70
"11108",0.214,1.61,70
"11109",1.255,1.05,10
"11110",1.238,1.39,30
"11111",1.912,0.88,10
"11112",2.027,1.04,30
"11113",0.165,1.61,70
"11114",0.284,1.66,50
"11115",0.178,1.49,70
"11116",1.483,1.25,10
"11117",1.509,1.15,30
"11118",1.213,1.48,38
"11119",0.146,1.79,100
"11120",0.505,1.62,50
"11121",0.404,1.48,60
"11122",2.66,1.03,10
"11123",2.547,0.99,30
"11124",0.046,1.68,100
"11125",0.136,1.7,100
"11126",0.065,1.43,100
"11127",4.665,1.09,10
"11128",0.076,1.48,100
"11129",0.144,1.51,50
"11130",0.047,1.53,100
"11131",0.333,1.49,60
"11132",3.147,0.98,10
"11133",0.458,1.61,50
"11134",3.378,1.16,10
"11135",1.854,1.29,22
"11136",0.553,1.51,50
"11137",1.408,1.11,50
"11138",0.711,1.32,70
"11139",3.274,0.94,30
"11140",1.366,1.29,10
"11141",0.059,1.62,100
"11142",5.891,0.83,10
"11143",0.164,1.34,100
"11144",0.546,1.37,100
"11145",5.003,1.17,10
"11146",1.921,1.5,30
"11147",2.198,1.27,10
"11148",2.159,1.32,30
"11149",0.194,1.71,100
"11150",1.024,1.45,50
"11151",0.279,1.5,100
"11152",2.873,0.95,10
"11153",4.203,0.97,10
"11154",1.664,1.16,30
"11155",0.33,1.47,50
"11156",1.325,1.13,10
"11157",0.834,1.47,30
"11158",0.409,1.62,50
"11159",0.317,1.65,100
"11160",0.29,1.27,90
"11161",0.12,1.63,70
"11162",0.065,1.32,100
"11163",0.353,1.44,30
"11164",0.055,1.47,100
"11165",3.614,1.12,20
"11166",0.581,1.24,70
"11167",3.048,1.4,30
"11168",2.436,1.13,10
"11169",2.016,1.62,20
"11170",0.798,0.85,50
"11171",0.211,1.15,80
"11172",4.453,1.08,10
"11173",2.267,1.1,30
"11174",0.591,1.67,30
"11175",0.279,1.73,50
"11176",0.154,1.66,70
"11177",1.631,1.46,10
"11178",1.704,1.51,30
"11179",2.108,1.03,10
"11180",0.326,1.06,100
"11181",2.245,1.13,10
"11182",1.374,1.34,10
"11183",1.231,1.29,30
"11184",1.865,1.25,30
"11185",2.142,1.08,10
"11186",1.657,1.25,30
"11187",0.229,1.48,100
"11188",0.639,1.41,50
"11189",0.247,1.75,88
"11190",0.455,1.56,50
"11191",0.606,1.28,70
"11192",0.475,1.2,50
"11193",1.424,1.13,100
"11194",5.724,0.85,10
"11195",2.621,1.15,30
"11196",2.756,1.17,10
"11197",2.692,1.2,20
"11198",2.199,0.92,10
"11199",1.687,1.28,30
"11200",0.725,1.09,70
"11201",0.684,1.06,85
"11202",0.279,1.47,50
"11203",0.305,1.49,70
"11204",0.192,1.42,100
"11205",1.249,1.31,30
"11206",0.239,1.65,50
"11207",0.151,1.06,50
"11208",0.811,1.18,30
"11209",0.549,1.35,50
"11210",2.548,0.83,10
"11211",2.22,1.1,30
"11212",0.833,1.25,100
"11213",0.035,1.44,100
"11214",0.099,1.67,70
"11215",0.072,1.66,100
"11216",1.829,1.26,10
"11217",1.602,1.34,30
"11218",1.188,1.23,30
"11219",1.776,1.07,30
"11220",0.357,1.57,50
"11221",0.219,1.51,70
"11222",0.148,1.38,100
"11223",1.832,1.25,10
"11224",1.755,1.35,20
"11225",1.69,1.42,30
"11226",0.386,1.71,50
"11227",1.685,1.28,30
"11228",1.168,1.18,38
"11229",2.605,1.3,10
"11230",0.925,1.43,30
"11231",2.433,1.2,10
"11232",2.125,1.38,30
"11233",1.857,1.3,30
"11234",2.217,1.23,10
"11235",2.211,1.25,20
"11236",2.103,1.37,30
"11237",2.318,1.27,10
"11238",2.294,1.2,30
"11239",0.976,1.52,50
"11240",1.797,1.06,10
"11241",1.189,1.56,30
"11242",0.539,1.51,50
"11243",0.409,1.68,50
"11244",0.573,1.57,70
"11245",0.089,1.26,100
"11246",0.343,1.26,100
"11247",0.327,1.62,40
"11248",0.04,1.53,85
"11249",1.421,1.41,100
"11250",0.426,1.36,50
"11251",0.309,1.56,70
"11252",0.097,1.44,70
"11253",4.396,1.12,10
"11254",3.489,1.29,20
"11255",0.121,1.54,70
"11256",1.962,1.34,50
"11257",1.137,1.37,70
"11258",0.346,1.48,70
"11259",0.364,1.57,100
"11260",0.809,1.49,30
"11261",0.434,1.45,50
"11262",0.398,1.62,50
"11263",0.332,1.56,70
"11264",0.278,1.42,80
"11265",0.883,1.72,10
"11266",0.873,1.6,30
"11267",0.84,1.71,40
"11268",0.524,1.49,50
"11269",1.202,1.64,30
"11270",1.576,1.12,50
"11271",1.229,1.05,70
"11272",0.6,1.11,100
"11273",0.421,1.63,50
"11274",0.22,1.57,70
"11275",2.662,1.05,10
"11276",2.454,1.1,20
"11277",1.948,1.4,30
"11278",0.537,1.46,50
"11279",1.153,1.3,10
"11280",1.132,1.38,30
"11281",0.161,1.59,50
"11282",1.802,1.1,30
"11283",1.055,1.15,50
"11284",0.632,1.26,70
"11285",0.174,1.6,100
"11286",0.876,1.15,70
"11287",0.314,1.62,50
"11288",1.727,1.43,10
"11289",1.636,1.44,30
"11290",1.22,1.63,50
"11291",0.482,1.6,58
"11292",0.275,1.47,100
"11293",3.973,1.31,10
"11294",5.028,0.98,10
"11295",1.5,1.31,30
"11296",4.066,0.92,10
"11297",0.332,1.39,70
"11298",0.278,1.52,100
"11299",4.996,1.03,10
"11300",2.687,1.01,30
"11301",0.234,1.72,70
"11302",0.536,1.51,50
"11303",0.634,1.52,50
"11304",1.939,1.29,10
"11305",1.935,1.34,30
"11306",0.573,1.4,50
"11307",1.794,1.19,30
"11308",1.348,1.04,70
"11309",1.175,1.09,100
"11310",1.24,1.36,30
"11311",1.154,1.12,30
"11312",6.12,0.8,10
"11313",2.489,1.03,30
"11314",2.155,1.06,10
"11315",1.871,1.36,30
"11316",0.126,1.54,100
"11317",0.299,1.52,70
"11318",0.222,1.55,100
"11319",6.636,0.88,10
"11320",0.639,1.38,70
"11321",2.344,1.27,30
"11322",0.19,1.61,70
"11323",0.12,1.62,100
"11324",0.623,1.49,42
"11325",6.75,0.83,10
"11326",0.522,1.7,70
"11327",0.42,1.79,100
"11328",0.675,1.51,70
"11329",0.427,1.38,100
"11330",2.383,1.13,30
"11331",0.996,1.42,30
"11332",0.817,1.5,30
"11333",0.529,1.47,40
"11334",0.568,1.43,50
"11335",0.2,1.55,100
"11336",0.687,1.17,50
"11337",0.242,1.44,70
"11338",0.186,1.44,100
"11339",5.931,0.79,10
"11340",2.479,1.11,30
"11341",4.045,0.88,30
"11342",1.503,1.3,30
"11343",0.272,1.51,50
"11344",0.776,0.84,70
"11345",0.277,1.79,100
"11346",0.765,1.13,100
"11347",0.143,1.66,92
"11348",0.282,1.69,50
"11349",0.107,1.67,70
"11350",0.105,1.59,100
"11351",0.282,1.71,70
"11352",0.283,1.62,100
"11353",0.706,1.23,70
"11354",0.169,1.37,100
"11355",2.07,1.01,10
"11356",1.728,1.18,30
"11357",0.568,1.55,50
"11358",0.293,1.66,70
"11359",0.21,1.89,100
"11360",0.32,1.46,50
"11361",0.619,1.38,50
"11362",0.687,1.27,70
"11363",3.376,1.18,10
"11364",1.007,1.58,30
"11365",0.409,1.55,50
"11366",0.309,1.57,70
"11367",0.755,1.36,30
"11368",0.263,1.58,70
"11369",1.176,1.45,50
"11370",0.493,1.49,50
"11371",2.502,1.2,10
"11372",2.18,1.42,30
"11373",0.175,1.58,70
"11374",1.988,1.12,10
"11375",2.088,1.28,30
"11376",5.395,1,10
"11377",3.183,0.99,30
"11378",2.6,0.99,50
"11379",1.429,0.8,70
"11380",0.596,1.19,50
"11381",0.267,1.65,100
"11382",0.918,1.33,58
"11383",2.6,1.34,30
"11384",2.14,1.18,30
"11385",1.164,1.22,30
"11386",0.58,1.55,50
"11387",0.381,1.63,70
"11388",2.531,1.03,30
"11389",3.144,0.74,70
"11390",1.08,1.32,100
"11391",0.261,1.41,100
"11392",4.311,0.99,30
"11393",1.195,1.17,30
"11394",0.292,1.41,100
"11395",1.382,1.16,30
"11396",1.509,0.89,10
"11397",2.455,1.24,30
"11398",0.176,1.26,100
"11399",0.304,1.59,50
"11400",0.191,1.63,70
"11401",0.32,1.61,50
"11402",0.19,1.55,70
"11403",0.81,1.58,40
"11404",0.323,1.51,50
"11405",0.046,1.88,100
"11406",0.141,1.61,100
"11407",0.277,1.59,100
"11408",3.853,0.89,10
"11409",4.082,0.9,22
"11410",3.248,0.89,10
"11411",0.439,1.47,70
"11412",0.171,1.41,70
"11413",0.053,1.41,100
"11414",1.666,1.3,50
"11415",0.221,1.43,70
"11416",1.841,0.76,50
"11417",0.201,1.4,100
"11418",1.705,1.08,10
"11419",1.703,1.27,30
"11420",0.26,1.66,50
"11421",0.394,1.32,50
"11422",0.315,1.55,70
"11423",0.247,1.1,100
"11424",0.389,1.51,55
"11425",0.27,1.38,70
"11426",0.433,1.66,50
"11427",0.361,1.52,70
"11428",0.338,1.4,100
"11429",1.723,1.29,50
"11430",0.08,1.74,100
"11431",0.696,1.51,70
"11432",1.142,1.3,80
"11433",0.386,1.48,70
"11434",0.036,1.48,90
"11435",0.291,1.44,70
"11436",0.068,1.53,70
"11437",0.072,1.2,100
"11438",0.094,1.55,70
"11439",0.293,1.41,70
"11440",0.206,1.35,100
"11441",0.124,1.68,50
"11442",0.037,1.5,100
"11443",0.168,1.64,100
"11444",0.573,1.25,50
"11445",0.26,0.86,100
"11446",0.774,1.39,50
"11447",0.256,1.51,70
"11448",0.203,1.49,100
"11449",0.09,1.35,100
"11450",0.663,1.36,70
"11451",0.372,1.35,90
"11452",1.034,1.35,50
"11453",0.498,1.52,70
"11454",0.452,1.34,100
"11455",1.128,1.54,10
"11456",1.317,1.44,30
"11457",0.605,1.49,100
"11458",1.333,1.25,10
"11459",1.428,1.45,30
"11460",1.025,1.34,40
"11461",0.148,1.22,70
"11462",0.152,1.46,80
"11463",0.589,1.54,50
"11464",0.339,1.58,70
"11465",0.185,1.64,100
"11466",5.261,1,10
"11467",1.875,1.07,30
"11468",4.167,0.8,10
"11469",1.309,1.33,30
"11470",0.162,1.46,100
"11471",0.396,1.66,30
"11472",0.353,1.48,50
"11473",0.236,1.51,70
"11474",0.109,1.6,100
"11475",2.89,1.16,30
"11476",2.742,1.23,10
"11477",2.744,1.29,30
"11478",3.463,1.07,10
"11479",0.623,1.44,50
"11480",0.532,1.54,50
"11481",4.349,0.94,10
"11482",2.717,1.03,30
"11483",0.608,1.43,100
"11484",1.095,1.16,100
"11485",5.612,1,10
"11486",0.23,1.46,50
"11487",3.076,1.41,10
"11488",1.564,1.64,30
"11489",0.248,1.32,70
"11490",2.066,1.01,10
"11491",1.467,1.07,30
"11492",0.422,1.39,50
"11493",3.94,1.12,10
"11494",3.275,0.97,18
"11495",2.059,1.36,10
"11496",1.538,1.47,20
"11497",3.405,0.82,10
"11498",1.997,0.93,20
"11499",0.324,1.76,30
"11500",0.202,1.43,70
"11501",0.183,1.31,100
"11502",2.857,1.17,10
"11503",2.691,1.17,20
"11504",1.004,1.61,100
"11505",0.744,1.48,50
"11506",0.314,1.47,70
"11507",4.935,1.17,10
"11508",0.217,1.6,70
"11509",0.169,1.54,100
"11510",0.092,1.41,100
"11511",2.379,1.27,10
"11512",1.37,1.42,30
"11513",1.691,1.19,30
"11514",1.132,1.28,50
"11515",1.226,1.51,10
"11516",1.319,1.44,30
"11517",0.179,1.07,70
"11518",1.996,1.31,10
"11519",1.596,1.51,30
"11520",1.713,1.26,30
"11521",0.102,1.48,82
"11522",1.015,1.45,50
"11523",1.004,1.43,70
"11524",0.228,1.85,100
"11525",0.659,1.49,50
"11526",2.818,0.89,20
"11527",0.294,1.7,50
"11528",0.272,1.73,70
"11529",3.111,0.96,20
"11530",0.132,1.57,70
"11531",0.076,1.65,100
"11532",0.152,1.46,100
"11533",2.745,0.89,30
"11534",0.421,1.33,70
"11535",3.108,1.07,10
"11536",1.343,1.56,30
"11537",0.536,1.64,50
"11538",0.467,1.32,70
"11539",0.48,1.13,80
"11540",0.83,0.81,50
"11541",3.287,0.82,10
"11542",3.295,0.78,30
"11543",3.855,0.88,10
"11544",0.567,1.29,50
"11545",0.165,1.73,70
"11546",0.059,1.81,100
"11547",0.411,1.52,40
"11548",0.289,1.36,70
"11549",0.192,1.37,70
"11550",1.016,1.29,50
"11551",0.72,1.32,70
"11552",0.554,1.46,100
"11553",2.115,0.74,10
"11554",2.765,1.14,10
"11555",1.471,1.25,30
"11556",0.843,1.33,40
"11557",3.012,0.88,10
"11558",2.915,0.96,30
"11559",3.086,1.16,10
"11560",0.488,1.7,50
"11561",0.262,1.63,50
"11562",0.166,1.72,70
"11563",0.133,1.78,100
"11564",0.742,1.35,50
"11565",0.317,1.44,70
"11566",0.168,1.58,100
"11567",0.288,1.51,50
"11568",0.233,1.39,60
"11569",0.07,1.75,70
"11570",0.047,1.7,100
"11571",2.247,1.2,20
"11572",0.428,1.53,70
"11573",0.269,1.58,100
"11574",0.382,1.63,50
"11575",0.286,1.68,70
"11576",0.181,1.51,70
"11577",0.702,1.15,40
"11578",0.263,1.67,70
"11579",0.161,1.71,100
"11580",2.78,1.03,10
"11581",0.18,1.63,50
"11582",2.228,1.22,10
"11583",2.24,1.27,24
"11584",0.348,1.59,50
"11585",2.087,1.16,10
"11586",2.68,1.11,10
"11587",1.55,1.29,30
"11588",0.512,1.26,50
"11589",3.398,1.04,10
"11590",3.018,1.11,20
"11591",0.785,1.36,70
"11592",2.706,1.2,30
"11593",4.6,1.1,10
"11594",2.674,1.2,20
"11595",2.097,1.21,30
"11596",1.123,1.32,50
"11597",0.93,1.27,70
"11598",0.48,1.2,100
"11599",0.486,1.71,50
"11600",0.367,1.6,70
"11601",0.388,1.64,50
"11602",0.203,1.66,70
"11603",0.386,1.15,100
"11604",0.693,1.37,100
"11605",0.552,1.56,50
"11606",3.131,0.86,10
"11607",2.51,0.83,20
"11608",0.206,1.37,65
"11609",0.303,1.57,50
"11610",0.189,1.65,70
"11611",0.267,1.73,70
"11612",0.242,1.59,50
"11613",0.323,1.55,50
"11614",0.268,1.6,70
"11615",3.981,0.73,10
"11616",3.351,1.22,20
"11617",3.295,1.32,10
"11618",2.192,1.39,20
"11619",1.167,1.36,50
"11620",0.187,1.48,10
"11621",0.037,1.4,30
"11622",0.026,1.42,50
"11623",0.357,1.52,70
"11624",0.283,1.51,100
"11625",4.956,1.13,10
"11626",2.809,1.28,30
"11627",0.627,1.35,50
"11628",0.582,1.58,30
"11629",0.39,1.58,40
"11630",0.211,1.79,100
"11631",0.346,1.52,50
"11632",0.251,1.48,70
"11633",0.446,1.35,50
"11634",0.269,1.43,70
"11635",0.157,1.26,100
"11636",2.601,1.09,10
"11637",2.416,1.33,30
"11638",2.241,1.37,50
"11639",0.112,1.62,100
"11640",1.495,1.3,70
"11641",0.199,1.4,100
"11642",3.397,1.09,10
"11643",3.057,1.28,20
"11644",2.19,0.94,50
"11645",0.486,1.48,50
"11646",0.291,1.57,70
"11647",1.301,1.03,70
"11648",0.484,1.34,100
"11649",4.17,1,22
"11650",1.796,0.85,10
"11651",1.762,1.22,30
"11652",0.234,1.15,100
"11653",0.762,1.53,30
"11654",0.77,1.63,50
"11655",0.408,1.52,70
"11656",0.229,1.63,100
"11657",1.286,1.2,30
"11658",0.811,1.28,50
"11659",0.835,1.16,60
"11660",1.718,1.04,30
"11661",2.673,1.08,30
"11662",2.878,1.07,50
"11663",1.019,1.32,50
"11664",0.515,1.34,70
"11665",0.341,1.44,100
"11666",3.52,1.23,30
"11667",1.094,1.46,50
"11668",0.66,1.35,70
"11669",0.314,1.52,70
"11670",0.764,1.23,70
"11671",0.449,1.32,80
"11672",5.021,0.91,10
"11673",4.661,0.86,20
"11674",1.049,0.75,90
"11675",0.158,1.79,100
"11676",0.637,1.55,70
"11677",0.511,1.54,100
"11678",0.098,1.82,70
"11679",0.061,1.68,100
"11680",0.791,1.43,60
"11681",0.116,1.64,70
"11682",0.086,1.68,100
"11683",1.501,1.01,10
"11684",1.582,1.17,30
"11685",0.21,1.41,70
"11686",0.319,1.4,70
"11687",0.279,1.27,70
"11688",0.319,1.29,70
"11689",0.85,1.23,50
"11690",0.228,1.11,70
"11691",0.103,1.46,70
"11692",1.076,1.37,100
"11693",0.218,1.18,70
"11694",0.575,1.17,70
"11695",1.784,1.13,30
"11696",0.067,1.53,100
"11697",1.179,1.12,30
"11698",0.967,1.26,50
"11699",0.496,1.19,70
"11700",0.145,1.41,100
"11701",0.282,1.43,50
"11702",0.561,1.44,60
"11703",0.681,1.51,50
"11704",0.443,1.52,70
"11705",0.493,1.39,100
"11706",0.999,1.07,50
"11707",0.094,1.8,100
"11708",2.14,0.98,10
"11709",1.793,1,30
"11710",0.331,1.15,70
"11711",3.209,0.78,10
"11712",2.889,0.78,30
"11713",0.21,1.55,70
"11714",0.163,1.5,100
"11715",0.219,1.44,70
"11716",0.093,1.47,100
"11717",0.031,1.49,70
"11718",0.044,1.4,100
"11719",1.247,0.68,50
"11720",0.055,1.62,100
"11721",0.219,1.48,50
"11722",0.118,1.38,70
"11723",0.059,1.44,100
"11724",0.577,1.24,100
"11725",2.272,1.03,30
"11726",2.318,1.06,10
"11727",1.974,1.16,30
"11728",0.17,1.11,70
"11729",0.205,1.07,100
"11730",0.208,1.15,100
"11731",0.308,1.59,50
"11732",0.274,1.65,30
"11733",4.689,0.85,10
"11734",2.423,1.06,30
"11735",0.639,1.47,70
"11736",0.35,1.61,100
"11737",0.497,1.5,50
"11738",0.265,1.56,70
"11739",0.237,1.61,100
"11740",2.327,1.29,22
"11741",1.922,1.48,30
"11742",0.384,1.34,50
"11743",1.181,1.45,30
"11744",0.394,1.57,50
"11745",0.302,1.47,70
"11746",0.263,1.57,100
"11747",0.831,1.72,50
"11748",0.158,1.68,70
"11749",0.116,1.55,70
"11750",0.842,1.81,30
"11751",0.233,1.41,50
"11752",0.127,1.3,70
"11753",2.444,1.06,20
"11754",0.231,1.59,50
"11755",0.142,1.47,70
"11756",0.315,1.52,70
"11757",1.41,1.09,30
"11758",0.817,1.07,40
"11759",0.203,1.42,70
"11760",0.945,1.19,50
"11761",1.003,1.26,50
"11762",5.368,1.08,10
"11763",1.995,1.23,30
"11764",0.243,1.32,100
"11765",0.12,1.7,70
"11766",3.279,1.1,10
"11767",2.915,1.05,30
"11768",0.62,0.99,70
"11769",0.467,0.87,100
"11770",0.615,1.29,50
"11771",0.166,1.52,100
"11772",2.684,1.13,30
"11773",2.877,1,30
"11774",0.142,1.53,100
"11775",2.236,0.86,10
"11776",1.952,1.04,30
"11777",0.347,1.6,50
"11778",0.304,1.72,62
"11779",0.077,1.81,70
"11780",0.088,1.54,100
"11781",3.958,0.83,10
"11782",0.568,1.24,50
"11783",0.288,1.77,70
"11784",0.513,1.5,70
"11785",2.175,1.29,30
"11786",1.335,1.1,50
"11787",0.729,1.05,50
"11788",0.593,1.33,70
"11789",0.153,1.54,50
"11790",2.238,0.95,10
"11791",1.427,1.43,30
"11792",0.373,1.49,50
"11793",0.219,1.34,70
"11794",0.154,1.46,100
"11795",0.262,1.61,70
"11796",1.675,1.31,24
"11797",2.694,0.92,10
"11798",2.079,1.34,30
"11799",0.226,1.5,100
"11800",0.491,1.35,70
"11801",0.231,1.51,100
"11802",0.067,1.44,100
"11803",0.942,0.77,30
"11804",0.099,1.74,70
"11805",1.69,1.37,30
"11806",0.055,1.32,100
"11807",0.093,1.39,70
"11808",0.382,1.3,70
"11809",0.261,1.43,100
"11810",0.584,1.09,50
"11811",0.41,1.44,70
"11812",0.471,1.36,70
"11813",0.317,1.44,70
"11814",0.264,1.5,100
"11815",1.311,1.17,30
"11816",0.324,1.5,70
"11817",0.192,1.56,70
"11818",3.088,1.1,30
"11819",0.476,1.43,70
"11820",3.68,1.05,20
"11821",0.197,1.44,100
"11822",3.028,1.38,30
"11823",0.77,1.33,50
"11824",3.073,0.68,10
"11825",1.036,1.27,30
"11826",0.835,1.3,50
"11827",0.931,1.33,50
"11828",0.461,1.45,70
"11829",0.243,1.12,100
"11830",7.747,0.73,10
"11831",7.35,0.76,30
"11832",2.551,1.25,30
"11833",0.954,1.07,70
"11834",0.628,1.09,50
"11835",0.607,1.28,50
"11836",1.462,1.36,30
"11837",0.779,1.45,50
"11838",4.84,0.95,20
"11839",2.229,1.06,10
"11840",0.722,1.29,50
"11841",0.324,1.42,50
"11842",0.181,1.63,70
"11843",0.134,1.74,100
"11844",0.978,1.11,50
"11845",0.95,0.98,63
"11846",0.68,1.32,50
"11847",0.467,1.33,60
"11848",4.806,0.92,10
"11849",1.761,1.19,30
"11850",1.115,1.24,50
"11851",0.702,1.26,70
"11852",1.343,1.36,30
"11853",0.427,1.46,50
"11854",0.209,1.52,70
"11855",0.142,1.66,100
"11856",1.107,1.3,50
"11857",0.353,1.72,70
"11858",1.018,1.23,50
"11859",0.875,1.24,70
"11860",0.788,1.12,100
"11861",0.528,0.73,100
"11862",1.574,1.35,10
"11863",1.594,1.32,30
"11864",1.355,1.4,40
"11865",0.413,1.43,50
"11866",0.303,1.31,70
"11867",2.974,0.85,10
"11868",0.45,1.54,50
"11869",0.425,1.29,50
"11870",0.335,1.43,70
"11871",0.889,1.04,30
"11872",3.862,0.75,30
"11873",2.919,0.71,50
"11874",3.29,0.66,70
"11875",0.313,1.38,100
"11876",1.023,1.4,30
"11877",0.169,1.42,70
"11878",0.141,1.12,100
"11879",0.128,1.31,85
"11880",0.183,1.35,70
"11881",0.264,1.21,50
"11882",0.199,1.22,70
"11883",1.33,1.28,10
"11884",0.975,1.26,30
"11885",0.493,1.58,50
"11886",1.266,1.01,10
"11887",0.951,1.64,30
"11888",0.031,1.73,100
"11889",0.046,1.69,80
"11890",0.851,1.09,50
"11891",0.29,1.62,70
"11892",0.185,1.58,50
"11893",0.097,1.85,50
"11894",0.058,1.83,62
"11895",0.036,1.75,70
"11896",0.084,1.63,90
"11897",0.307,1.25,50
"11898",0.222,1.24,70
"11899",0.124,1.54,88
"11900",2.058,1.14,30
"11901",0.091,1.5,100
"11902",2.255,1.24,10
"11903",1.652,1.22,30
"11904",1.188,1.67,50
"11905",1.199,1.62,70
"11906",0.365,1.19,50
"11907",0.354,1.51,30
"11908",0.282,1.6,50
"11909",0.239,1.66,70
"11910",0.307,1.54,40
"11911",2.023,1.12,30
"11912",0.629,1.18,50
"11913",0.516,1.38,70
"11914",0.55,1.43,100
"11915",0.153,1.7,50
"11916",0.063,1.58,57
"11917",0.054,1.66,70
"11918",0.113,1.36,80
"11919",0.565,1.5,70
"11920",0.418,1.5,100
"11921",0.073,1.65,50
"11922",0.422,1.81,70
"11923",0.279,1.58,100
"11924",1.766,0.98,50
"11925",1.005,0.87,70
"11926",2.305,1.09,30
"11927",4.989,1.03,20
"11928",0.205,1.6,50
"11929",1.339,1.17,50
"11930",0.177,1.31,100
"11931",0.754,1.09,70
"11932",1.559,1.01,50
